Prey_Highest,Prey_Higher,Prey_Phylum,Prey_Class,Prey_Order,Prey_Family,Prey_Genus,Prey_Species,Prey_Species_Current,Prey_Count,Snake_Species,Snake_Subspecies,FullSpName,Age_Class,SVL(mm),Sex,Location,Latitude,Longitude,Citation,Full_Citation
Fish,Fish,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,,,25,Thamnophis_elegans,_vagrans,Thamnophis_elegans_vagrans,,,,"Shumaker Flat on the Grande Ronde River, Washington ",46.01433,117.08309,Edgehouse_et_al_2013,"Edgehouse, M., Brown, T. J., Colon, A. J., Cromwell, W. C., Schwimmer, B. S., Skinner, M. A., & Walton, D. M. (2013). Diet of a Population of Western Terrestrial Garter Snake, Thamnophis elegans, Along the Grande Ronde River, Southeastern Washington. Northwest Science, 87(4), 349–353. https://doi.org/10.3955/046.087.0405"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus woodhousei,Anaxyrus woodhousei,3,Thamnophis_eques,_megalops,Thamnophis_eques_megalops,,,,"Verde River, Yavapai, County, AZ",,,Emmons_et_at_2016,"Emmons, I.D., E.M. Nowak, K.K. Lauger. 2016. Prey availability and foraging events of the Northern Mexican Gartersnake (Thamnophis eques megalops) in North-central Arizona. Herpetological Review 47(4): 555-561."
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,7,Thamnophis_eques,_megalops,Thamnophis_eques_megalops,,,,"Verde River, Yavapai, County, AZ",,,Emmons_et_at_2016,"Emmons, I.D., E.M. Nowak, K.K. Lauger. 2016. Prey availability and foraging events of the Northern Mexican Gartersnake (Thamnophis eques megalops) in North-central Arizona. Herpetological Review 47(4): 555-561."
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,9,Thamnophis_eques,_megalops,Thamnophis_eques_megalops,,,,"Verde River, Yavapai, County, AZ",,,Emmons_et_at_2016,"Emmons, I.D., E.M. Nowak, K.K. Lauger. 2016. Prey availability and foraging events of the Northern Mexican Gartersnake (Thamnophis eques megalops) in North-central Arizona. Herpetological Review 47(4): 555-561."
Fish,Fish,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,1,Thamnophis_eques,_megalops,Thamnophis_eques_megalops,,,,"Verde River, Yavapai, County, AZ",,,Emmons_et_at_2016,"Emmons, I.D., E.M. Nowak, K.K. Lauger. 2016. Prey availability and foraging events of the Northern Mexican Gartersnake (Thamnophis eques megalops) in North-central Arizona. Herpetological Review 47(4): 555-561."
Fish,Fish,Chordata,Actinopterygii,Perciformes,Centrarchidae  ,Micropterus,Micropterus salmoides,Micropterus salmoides,1,Thamnophis_eques,_megalops,Thamnophis_eques_megalops,Adult,,Female,"Verde River, Yavapai, County, AZ",,,Emmons_et_at_2016,"Emmons, I.D., E.M. Nowak, K.K. Lauger. 2016. Prey availability and foraging events of the Northern Mexican Gartersnake (Thamnophis eques megalops) in North-central Arizona. Herpetological Review 47(4): 555-561."
Fish,Fish,Chordata,Actinopterygii,Siluriformes,Ictaluridae ,Ameiurus,Ameiurus melas,Ameiurus melas,2,Thamnophis_eques,_megalops,Thamnophis_eques_megalops,Adult,,Male,"Verde River, Yavapai, County, AZ",,,Emmons_et_at_2016,"Emmons, I.D., E.M. Nowak, K.K. Lauger. 2016. Prey availability and foraging events of the Northern Mexican Gartersnake (Thamnophis eques megalops) in North-central Arizona. Herpetological Review 47(4): 555-561."
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris sierra,Pseudacris sierra,10,Thamnophis_gigas,,Thamnophis_gigas,,,,"Sacramento Valley, CA",,,Ersan_et_al_2020,"Julia S.M. Ersan, Brian J. Halstead, Erica L. Wildy, Michael L. Casazza, Glenn D. Wylie. 2020 ""Giant Gartersnakes (Thamnophis gigas) Exploit Abundant Nonnative Prey While Maintaining Their Appetite for Native Anurans,"" Herpetologica, 76(3), 290-296"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,21,Thamnophis_gigas,,Thamnophis_gigas,,,,"Sacramento Valley, CA",,,Ersan_et_al_2020,"Julia S.M. Ersan, Brian J. Halstead, Erica L. Wildy, Michael L. Casazza, Glenn D. Wylie. 2020 ""Giant Gartersnakes (Thamnophis gigas) Exploit Abundant Nonnative Prey While Maintaining Their Appetite for Native Anurans,"" Herpetologica, 76(3), 290-296"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,62,Thamnophis_gigas,,Thamnophis_gigas,,,,"Sacramento Valley, CA",,,Ersan_et_al_2020,"Julia S.M. Ersan, Brian J. Halstead, Erica L. Wildy, Michael L. Casazza, Glenn D. Wylie. 2020 ""Giant Gartersnakes (Thamnophis gigas) Exploit Abundant Nonnative Prey While Maintaining Their Appetite for Native Anurans,"" Herpetologica, 76(3), 290-296"
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Cyprinella,Cyprinella lutrensis,Cyprinella lutrensis,16,Thamnophis_gigas,,Thamnophis_gigas,,,,"Sacramento Valley, CA",,,Ersan_et_al_2020,"Julia S.M. Ersan, Brian J. Halstead, Erica L. Wildy, Michael L. Casazza, Glenn D. Wylie. 2020 ""Giant Gartersnakes (Thamnophis gigas) Exploit Abundant Nonnative Prey While Maintaining Their Appetite for Native Anurans,"" Herpetologica, 76(3), 290-296"
Fish,Fish,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,18,Thamnophis_gigas,,Thamnophis_gigas,,,,"Sacramento Valley, CA",,,Ersan_et_al_2020,"Julia S.M. Ersan, Brian J. Halstead, Erica L. Wildy, Michael L. Casazza, Glenn D. Wylie. 2020 ""Giant Gartersnakes (Thamnophis gigas) Exploit Abundant Nonnative Prey While Maintaining Their Appetite for Native Anurans,"" Herpetologica, 76(3), 290-296"
Fish,Fish,Chordata,Actinopterygii,Perciformes,Centrarchidae  ,,,,7,Thamnophis_gigas,,Thamnophis_gigas,,,,"Sacramento Valley, CA",,,Ersan_et_al_2020,"Julia S.M. Ersan, Brian J. Halstead, Erica L. Wildy, Michael L. Casazza, Glenn D. Wylie. 2020 ""Giant Gartersnakes (Thamnophis gigas) Exploit Abundant Nonnative Prey While Maintaining Their Appetite for Native Anurans,"" Herpetologica, 76(3), 290-296"
Fish,Fish,Chordata,Actinopterygii,Siluriformes,Ictaluridae ,,,,2,Thamnophis_gigas,,Thamnophis_gigas,,,,"Sacramento Valley, CA",,,Ersan_et_al_2020,"Julia S.M. Ersan, Brian J. Halstead, Erica L. Wildy, Michael L. Casazza, Glenn D. Wylie. 2020 ""Giant Gartersnakes (Thamnophis gigas) Exploit Abundant Nonnative Prey While Maintaining Their Appetite for Native Anurans,"" Herpetologica, 76(3), 290-296"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris regilla,Pseudacris regilla,1,Thamnophis_hammondii,,Thamnophis_hammondii,Adult,629,Female,"Dulzura, San Diego County, California",32.61667,-116.76667,Ervin_and_Fisher_2001,"Ervin, E. and Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2001. Herpetological Review 32(4): 265-266"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis,Xenopus laevis,1,Thamnophis_hammondii,,Thamnophis_hammondii,Adult,629,Female,"Dulzura, San Diego County, California",32.61667,-116.76667,Ervin_and_Fisher_2001,"Ervin, E. and Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2001. Herpetological Review 32(4): 265-266"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis,Xenopus laevis,1,Thamnophis_hammondii,,Thamnophis_hammondii,Juvenile,205,,"Dulzura, San Diego County, California",32.61667,-116.76667,Ervin_and_Fisher_2001,"Ervin, E. and Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2001. Herpetological Review 32(4): 265-266"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,Spea hammondii,Spea hammondii,1,Thamnophis_hammondii,,Thamnophis_hammondii,Adult,685,Female,"Dulzura, San Diego County, California",32.61667,-116.76667,Ervin_and_Fisher_2001,"Ervin, E. and Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2001. Herpetological Review 32(4): 265-266"
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,1,Thamnophis_hammondii,,Thamnophis_hammondii,Adult,485,,"Rancho Jamul Ecological Reserve, San Diego County, California",32.68639,-116.85389,Ervin_et_al_2003,"Ervin, E., Mullin, S., Warburton, M., Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2003. Herpetological Review 34(1): 74-75"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Batrchoseps,Batrachoseps major,Batrachoseps major,6,Thamnophis_hammondii,,Thamnophis_hammondii,Adult,350,,"Rancho Jamul Ecological Reserve, San Diego County, California",32.68639,-116.85389,Ervin_et_al_2003,"Ervin, E., Mullin, S., Warburton, M., Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2003. Herpetological Review 34(1): 74-75"
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,,,4,Thamnophis_hammondii,,Thamnophis_hammondii,,,,"Lake-of-the-Woods, Cleveland National Forest, San Diego County, California",32.87500,-116.46611,Ervin_et_al_2003,"Ervin, E., Mullin, S., Warburton, M., Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2003. Herpetological Review 34(1): 74-75"
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,,,20,Thamnophis_hammondii,,Thamnophis_hammondii,,,,"Lake-of-the-Woods, Cleveland National Forest, San Diego County, California",32.87500,-116.46611,Ervin_et_al_2003,"Ervin, E., Mullin, S., Warburton, M., Fisher, R. THAMNOPHIS HAMMONDII (Two-striped Garter Snake). PREY. 2003. Herpetological Review 34(1): 74-75"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea,Pseudoeurycea leprosa,Pseudoeurycea leprosa,1,Thamnophis_sumichrasti,,Thamnophis_sumichrasti,Juvenile,117,Female,Mexico,20.58891,-98.53540,Espinal_et_al_2000,"Espinal, J., Bautista, A., Pina, G., and Espinoza, J. THAMNOPHIS SUMICHRASTI (Sumichrast's Garter Snake). PREY. 2000. Herpetological Review 31(4): 248-249"
Mammal,Shrew,Chordata,Mammalia,Eulipotyphia,Soricidae,Sorex,,,3,Thamnophis_elegans,_vagrans,Thamnophis_elegans_vagrans,Adult,518,Female,"Mink Creek, Caribou National Forest, Bannock County, Idaho",42.73422,-112.40725,Feldman_and_deQuiroz_2012,"Feldman, C., De Quiroz, A. THAMNOPHIS ELEGANS VAGRANS (Wandering Gartersnake). DIET. 2012. Herpetological Review 43(3): 497-498"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana muscosa,Rana muscosa,1,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,416,Male,United States,39.33625,-120.48000,Feldman_and_Wilkinson_2000,"Feldman, C., Wilkinson, J. RANA MUSCOSA (Mountain Yellow-legged Frog). PREDATION. 2000. Herpetological Review 31(2): 102-102"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Passeridae,Passerella,Passerella iliaca,Passerella iliaca,1,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,468,Male,United States,39.35569,-120.50378,Feldman_and_Wilkinson_2000,"Feldman, C. and Wilkinson, J. THAMNOPHIS SIRTALIS FITCHI (Valley Garter Snake). DIET. 2000. Herpetological Review 31(4): 248-248"
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Hesperoleucus,Hesperoleucus symmetricus,Hesperoleucus symmetricus,1,Thamnophis_atratus,,Thamnophis_atratus,Adult,595,,"Bennett Creek, Mendocino National Forest, Tehama County, California",39.83195,-122.63318,Fellers_et_al_2006,"Fellers, G., Dhundale, J., Ruiz, K. THAMNOPHIS ATRATUS (Aquatic Gartersnake). PREDATION. 2006. Herpetological Review 37(2): 235-236"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,,,30,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Fitch_1941,"Fitch, H.S., 1941. The feeding habits of California garter snakes. California Fish and Game, 27(2), pp.1-32."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,,,21,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Fitch_1941,"Fitch, H.S., 1941. The feeding habits of California garter snakes. California Fish and Game, 27(2), pp.1-32."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,,,7,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Fitch_1941,"Fitch, H.S., 1941. The feeding habits of California garter snakes. California Fish and Game, 27(2), pp.1-32."
Fish,Fish,Chordata,Actinopterygii,,,,,,3,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Fitch_1941,"Fitch, H.S., 1941. The feeding habits of California garter snakes. California Fish and Game, 27(2), pp.1-32."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,4,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Fitch_1941,"Fitch, H.S., 1941. The feeding habits of California garter snakes. California Fish and Game, 27(2), pp.1-32."
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,24,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Fitch_1941,"Fitch, H.S., 1941. The feeding habits of California garter snakes. California Fish and Game, 27(2), pp.1-32."
Invertebrate,Snail,Mollusca,Gastropoda,,,,,,1,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Fitch_1941,"Fitch, H.S., 1941. The feeding habits of California garter snakes. California Fish and Game, 27(2), pp.1-32."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,10,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus woodhousei,Anaxyrus woodhousei,4,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris crepitans,Acris crepitans,4,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla chrysoscelis,Dryophytes chrysoscelis,7,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris triseriata,Pseudacris triseriata,1,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana blairi,Lithobates blairi,25,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana catesbeiana,Lithobates catesbeiana,4,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,8,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Mammal,Vole,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus ochrogaster,Microtus ochrogaster,2,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,Peromyscus leucopus,3,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys megalotis,Reithrodontomys megalotis,1,Thamnophis_sirtalis,_pareitalis,Thamnophis_sirtalis_pareitalis,,,,"UK Natural History Reservation, Douglas County, KS",,,Fitch_1982,"Fitch, H.S. 1982. Resources of a snake community in prairie–woodland habitat of northeastern Kansas. In Herpetological communities: a Symposium of the Society for the Study of Amphibians and Reptiles and the Herpetologists’ League. Edited by N.J. Scott, Jr. U.S. Fish and Wildlife Service. pp. 83–97."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,18,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,,,,"Wall Lake, Catron County, New Mexico",,,Fleherty_1967,"Fleharty, E. D. (1967). Comparative Ecology of Thamnophis elegans, T. cyrtopsis, and T. rufipunctatus in New Mexico. The Southwestern Naturalist, 12(3), 207–229. https://doi.org/10.2307/3669111"
Fish,Fish,Chordata,Actinopterygii,Perciformes,Centrarchidae  ,Lepomis,Lepomis cyanellus,Lepomis cyanellus,9,Thamnophis_rufipunctatus,,Thamnophis_rufipunctatus,,,,"Wall Lake, Catron County, New Mexico",,,Fleherty_1967,"Fleharty, E. D. (1967). Comparative Ecology of Thamnophis elegans, T. cyrtopsis, and T. rufipunctatus in New Mexico. The Southwestern Naturalist, 12(3), 207–229. https://doi.org/10.2307/3669111"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes chrysoscelis,Dryophytes chrysoscelis,1,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla cinerea,Dryophytes cinereus,4,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sphenocephalus,Lithobates sphenocephalus,11,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>490,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sphenocephalus,Lithobates sphenocephalus,13,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Juvenile ,,,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sphenocephalus,Lithobates sphenocephalus,69,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Ranidae,Rana,,,51,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Ranidae,Rana,,,69,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Ranidae,Rana,,,167,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Juvenile ,,,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma opacum,Ambystoma opacum,1,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,1,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>370,Male,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,2,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,>490 ,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,6,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Juvenile ,,,"Old Sabine Bottom Wildlife Management Area, Smith County, TX",32.59360,95.39290,Ford_and_Hampton_2009,"Ford, N. B., & Hampton, P. M. (2009). Ontogenetic and sexual differences in diet in an actively foraging snake, Thamnophis proximus. Canadian Journal of Zoology, 87(3), 254–261. https://doi.org/10.1139/Z09-008"
